tmp:
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경북여자상업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '휘경공업고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '은평메디텍고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '울산미용예술고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대구제일여자상업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대진디자인고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울금융고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '선일이비즈니스고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '일본', '외국고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '영락유헬스고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '덕일전자공업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '세명컴퓨터고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '예일디자인고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '이화여자대학교병설미디어고등학교', 2011, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '홍콩', '외국고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '신진과학기술고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '광주공업고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대만', '외국고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동명고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산자동차고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경일관광경영고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대구서부공업고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울컨벤션고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산에너지과학고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '신정여자상업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대진디자인고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경기세무고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '안산국제비즈니스고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '군자공업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '한세사이버보안고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울문화고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대동세무고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대성여자고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '세종하이텍고등학교', 2011, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '울산생활과학고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산에너지과학고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동일미래과학고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '스페인', '외국고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '일본', '외국고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '군자공업고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '선일이비즈니스고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부일전자디자인고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경복비즈니스고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울전자고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '금파공업고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울아이티고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서진여자고등학교', 2011, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '일본', '외국고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동두천중앙고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경기물류고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '중국', '외국고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '일신여자상업고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '계성여자상업고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '인도', '외국고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '상일미디어고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경기상업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '울산기술공업고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경북기계공업고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '세명컴퓨터고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대구관광고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대전생활과학고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '화곡보건경영곡등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '비봉고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '이탈리아', '외국고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '울산기술공업고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '울산기술공업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '세명컴퓨터고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '전남여자상업고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대광발명과학고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산진여자상업고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '신일비즈니스고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동래원예고등학교', 2016, 2.76, 0, 0, 0, '불합격']
********* after 85 adjust : 1.6266666666666654
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경북여자상업고등학교', 2016, 3.4082636745791692, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동명고등학교', 2016, 2.6839575669795126, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '고명경영고등학교', 2015, 2.803370642425398, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '성남금융고등학교', 2017, 2.172646397935887, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '고양고등학교', 2015, 2.3013891778503766, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '유한공업고등학교', 2016, 2.8121210322872505, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울관광고등학교', 2017, 3.4062042900350242, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '매향여자정보고등학교', 2011, 2.0217669899492776, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '이탈리아', '외국고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '알로이시오전자기계고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산산업과학고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '세경고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경북기계공업고등학교', 2011, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울영상고등학교', 2011, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울문화고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '광명경영회계고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동일미래과학고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산관광고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '세종여자고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '송원여자상업고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '수원농생명과학고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '한강미디어고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '미국', '외국고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대전공업고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '울산기술공업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '선일이비즈니스고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '다산고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산문화여자고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '숭의고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산전자공업고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산진여자상업고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '산본공업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대전전자디자인고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '염광여자메디텍고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산전자공업고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '문산수억고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '중국', '외국고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '금곡고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대만', '외국고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울공업고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동래원예고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경민비즈니스고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '미국', '외국고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '이화여자대학교병설미디어고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '삼일상업고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '휘경공업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '선일이비즈니스고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '성보경영고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산항만물류고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '휘경공업고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '은평메디텍고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '울산미용예술고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대구제일여자상업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대진디자인고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울금융고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '선일이비즈니스고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '일본', '외국고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '영락유헬스고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '덕일전자공업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '세명컴퓨터고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '예일디자인고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '이화여자대학교병설미디어고등학교', 2011, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '홍콩', '외국고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '신진과학기술고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '광주공업고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대만', '외국고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동명고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산자동차고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경일관광경영고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대구서부공업고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울컨벤션고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산에너지과학고등학교', 2017, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '신정여자상업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대진디자인고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경기세무고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '안산국제비즈니스고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '군자공업고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '한세사이버보안고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울문화고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대동세무고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '대성여자고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '세종하이텍고등학교', 2011, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '울산생활과학고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부산에너지과학고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '동일미래과학고등학교', 2010, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '스페인', '외국고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '일본', '외국고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '군자공업고등학교', 2013, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '선일이비즈니스고등학교', 2016, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '부일전자디자인고등학교', 2015, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '경복비즈니스고등학교', 2012, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '서울전자고등학교', 2014, 2.76, 0, 0, 0, '불합격']
['교과전형', '자연과학대학', '지구시스템과학부', '대한민국', '금파공업고등학교', 2014, 2.76, 0, 0, 0, '불합격']
