Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Access Type,Source,EID
"Oh H.E., Ku J.M., Lee D.H., Hong C.S., Jeong W.B.","57194833709;57204629967;57209835577;8683184500;7102146215;","Analysis for active isolation of the equipment on flexible beam structure",2018,"Journal of Physics: Conference Series","1075","1", 012029,"","",,,"10.1088/1742-6596/1075/1/012029","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85056474422&doi=10.1088%2f1742-6596%2f1075%2f1%2f012029&partnerID=40&md5=840e78c843b99e1af9fc4b77a9212728",17426588,,,Conference Paper,"Final",Open Access,Scopus,2-s2.0-85056474422
"Krishna T.N.V., Sathishkumar P., Himasree P., Punnoose D., Raghavendra K.V.G., Himanshu, Naresh B., Rana R.A., Kim H.-J.","57142096600;57009165000;57195435546;55123269000;57204572611;57201415976;57200636960;57204570405;57191720417;","4T analog MOS control-high voltage high frequency (HVHF) plasma switching power supply for water purification in industrial applications",2018,"Electronics (Switzerland)","7","10", 245,"","",,2,"10.3390/electronics7100245","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85056232121&doi=10.3390%2felectronics7100245&partnerID=40&md5=e6ace0f9bdb5be243b9180fb49d74c66",20799292,,,Article,"Final",Open Access,Scopus,2-s2.0-85056232121
"Seong D.G., Kim S., Lee D., Yi J.W., Kim S.W., Kim S.Y.","13305625300;57201552542;7406664766;7402731890;57007313500;55718774000;","Prediction of defect formation during resin impregnation process through a multi-layered fiber preform in resin transfer molding by a proposed analytical model",2018,"Materials","11","10", 2055,"","",,,"10.3390/ma11102055","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055355654&doi=10.3390%2fma11102055&partnerID=40&md5=f6bc2b2b25213a5221f69acbf4c1e96d",19961944,,,Article,"Final",Open Access,Scopus,2-s2.0-85055355654
"Woo M., Kim M.J., Song Y.O.","56645860400;35277252900;7404921141;","Bioactive compounds in Kimchi improve the cognitive and memory functions impaired by amyloid beta",2018,"Nutrients","10","10", 1554,"","",,,"10.3390/nu10101554","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055184494&doi=10.3390%2fnu10101554&partnerID=40&md5=d663017ab19dd51fc6d206183f236967",20726643,,,Article,"Final",Open Access,Scopus,2-s2.0-85055184494
"Diouf M., Kwak C.","57200318995;14054346400;","Fuzzy AHP, DEA, and managerial analysis for supplier selection and development; From the perspective of open innovation",2018,"Sustainability (Switzerland)","10","10", 3779,"","",,5,"10.3390/su10103779","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055117214&doi=10.3390%2fsu10103779&partnerID=40&md5=78b33a2835314a1ef21bc718f4201fe8",20711050,,,Article,"Final",Open Access,Scopus,2-s2.0-85055117214
"Kim D.H., Kim G.H., Cho C.M., Park C.H., Na S.-Y., Kim T.H., Cho Y.K., Kim J.H., Seo D.-W.","55624468392;35214772400;57158287600;7408416325;55682497900;36062469400;23491673100;55891842200;57203038640;","Feasibility of a 20-gauge ProCore needle in EUS-guided subepithelial tumor sampling: A prospective multicenter study",2018,"BMC Gastroenterology","18","1", 151,"","",,1,"10.1186/s12876-018-0880-1","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055080147&doi=10.1186%2fs12876-018-0880-1&partnerID=40&md5=8282ad85200134d73ba5e6b208cd82ac",1471230X,,BGMAB,Article,"Final",Open Access,Scopus,2-s2.0-85055080147
"Kwon C.-I., Moon J.P., Yun H., Jeong S., Koh D.H., Lee W.J., Ko K.H., Kang D.H.","14819477200;57204265685;57204277796;56012707900;56220961700;57204272324;35327264300;23090971800;","Evaluation of valve function in antireflux biliary metal stents",2018,"BMC Gastroenterology","18","1", 150,"","",,1,"10.1186/s12876-018-0878-8","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055075621&doi=10.1186%2fs12876-018-0878-8&partnerID=40&md5=dd33f0f517528764fc19ee27b256d61f",1471230X,,BGMAB,Article,"Final",Open Access,Scopus,2-s2.0-85055075621
"Ha M., Cheong C., Seol H., Paik B.-G., Kim M.-J., Jung Y.-R.","56856505300;16229626100;7003464885;8970321900;57195904240;7402506444;","Development of efficient and accurate parallel computation algorithm using moving overset grids on background multi-domains for complex two-phase flows",2018,"Applied Sciences (Switzerland)","8","10", 1937,"","",,,"10.3390/app8101937","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055118587&doi=10.3390%2fapp8101937&partnerID=40&md5=f36046a54e090c4a71f185931e79b6da",20763417,,,Article,"Final",Open Access,Scopus,2-s2.0-85055118587
"Shin D., Lee J.-Y., Heo H., Kang C.-Y.","57204526421;57202387136;55273549100;7402312545;","Formation procedure of reaction phases in Al hot dipping process of steel",2018,"Metals","8","10", 820,"","",,3,"10.3390/met8100820","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055945186&doi=10.3390%2fmet8100820&partnerID=40&md5=8bce056e72ec485896338b7a471bc194",20754701,,,Article,"Final",Open Access,Scopus,2-s2.0-85055945186
"Kim S., Ha K.-J., Ding R., Li J.","57204197102;8839231800;55311589500;57204200534;","Re-examination of the decadal change in the relationship between the East Asian Summer Monsoon and Indian Ocean SST",2018,"Atmosphere","9","10", 395,"","",,1,"10.3390/atmos9100395","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85054918358&doi=10.3390%2fatmos9100395&partnerID=40&md5=bb014c003b33435756be8e336738fe6d",20734433,,,Article,"Final",Open Access,Scopus,2-s2.0-85054918358
"Jung K.K., Jung Y., Choi C.J., Ko J.S.","55921184500;57198682130;57188814635;7402678419;","Highly Reliable Superhydrophobic Surface with Carbon Nanotubes Immobilized on a PDMS/Adhesive Multilayer",2018,"ACS Omega","3","10",,"12956","12966",,1,"10.1021/acsomega.7b01872","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85054628607&doi=10.1021%2facsomega.7b01872&partnerID=40&md5=a3f4ae5c007f2020798d018d7c91ac25",24701343,,,Article,"Final",Open Access,Scopus,2-s2.0-85054628607
"Adamczyk L., Adams J.R., Adkins J.K., Agakishiev G., Aggarwal M.M., Ahammed Z., Ajitanand N.N., Alekseev I., Anderson D.M., Aoyama R., Aparin A., Arkhipkin D., Aschenauer E.C., Ashraf M.U., Attri A., Averichev G.S., Bai X., Bairathi V., Barish K., Behera A., Bellwied R., Bhasin A., Bhati A.K., Bhattarai P., Bielcik J., Bielcikova J., Bland L.C., Bordyuzhin I.G., Bouchet J., Brandenburg J.D., Brandin A.V., Brown D., Bunzarov I., Butterworth J., Caines H., Calderón de la Barca Sánchez M., Campbell J.M., Cebra D., Chakaberia I., Chaloupka P., Chang Z., Chankova-Bunzarova N., Chatterjee A., Chattopadhyay S., Chen J.H., Chen X., Chen X., Cheng J., Cherney M., Christie W., Contin G., Crawford H.J., Das S., De Silva L.C., Debbe R.R., Dedovich T.G., Deng J., Derevschikov A.A., Didenko L., Dilks C., Dong X., Drachenberg J.L., Draper J.E., Dunkelberger L.E., Dunlop J.C., Efimov L.G., Elsey N., Engelage J., Eppley G., Esha R., Esumi S., Evdokimov O., Ewigleben J., Eyser O., Fatemi R., Fazio S., Federic P., Federicova P., Fedorisin J., Feng Z., Filip P., Finch E., Fisyak Y., Flores C.E., Fujita J., Fulek L., Gagliardi C.A., Garand D., Geurts F., Gibson A., Girard M., Grosnick D., Gunarathne D.S., Guo Y., Gupta S., Gupta A., Guryn W., Hamad A.I., Hamed A., Harlenderova A., Harris J.W., He L., Heppelmann S., Heppelmann S., Hirsch A., Hoffmann G.W., Horvat S., Huang X., Huang H.Z., Huang T., Huang B., Humanic T.J., Huo P., Igo G., Jacobs W.W., Jentsch A., Jia J., Jiang K., Jowzaee S., Judd E.G., Kabana S., Kalinkin D., Kang K., Kapukchyan D., Kauder K., Ke H.W., Keane D., Kechechyan A., Khan Z., Kikoła D.P., Kim C., Kisel I., Kisiel A., Kochenda L., Kocmanek M., Kollegger T., Kosarzewski L.K., Kraishan A.F., Krauth L., Kravtsov P., Krueger K., Kulathunga N., Kumar L., Kvapil J., Kwasizur J.H., Lacey R., Landgraf J.M., Landry K.D., Lauret J., Lebedev A., Lednicky R., Lee J.H., Li C., Li W., Li Y., Li X., Lidrych J., Lin T., Lisa M.A., Liu P., Liu F., Liu H., Liu Y., Ljubicic T., Llope W.J., Lomnitz M., Longacre R.S., Luo X., Luo S., Ma G.L., Ma L., Ma Y.G., Ma R., Magdy N., Majka R., Mallick D., Margetis S., Markert C., Matis H.S., Meehan K., Mei J.C., Miller Z.W., Minaev N.G., Mioduszewski S., Mishra D., Mizuno S., Mohanty B., Mondal M.M., Morozov D.A., Mustafa M.K., Nasim M., Nayak T.K., Nelson J.M., Nie M., Nigmatkulov G., Niida T., Nogach L.V., Nonaka T., Nurushev S.B., Odyniec G., Ogawa A., Oh K., Okorokov V.A., Olvitt D., Jr., Page B.S., Pak R., Pandit Y., Panebratsev Y., Pawlik B., Pei H., Perkins C., Pile P., Pluta J., Poniatowska K., Porter J., Posik M., Pruthi N.K., Przybycien M., Putschke J., Qiu H., Quintero A., Ramachandran S., Ray R.L., Reed R., Rehbein M.J., Ritter H.G., Roberts J.B., Rogachevskiy O.V., Romero J.L., Roth J.D., Ruan L., Rusnak J., Rusnakova O., Sahoo N.R., Sahu P.K., Salur S., Sandweiss J., Sarkar A., Saur M., Schambach J., Schmah A.M., Schmidke W.B., Schmitz N., Schweid B.R., Seger J., Sergeeva M., Seto R., Seyboth P., Shah N., Shahaliev E., Shanmuganathan P.V., Shao M., Sharma M.K., Sharma A., Shen W.Q., Shi Z., Shi S.S., Shou Q.Y., Sichtermann E.P., Sikora R., Simko M., Singha S., Skoby M.J., Smirnov D., Smirnov N., Solyst W., Song L., Sorensen P., Spinka H.M., Srivastava B., Stanislaus T.D.S., Strikhanov M., Stringfellow B., Sugiura T., Sumbera M., Summa B., Sun X.M., Sun Y., Sun X., Surrow B., Svirida D.N., Tang A.H., Tang Z., Taranenko A., Tarnowsky T., Tawfik A., Thäder J., Thomas J.H., Timmins A.R., Tlusty D., Todoroki T., Tokarev M., Trentalange S., Tribble R.E., Tribedy P., Tripathy S.K., Trzeciak B.A., Tsai O.D., Ullrich T., Underwood D.G., Upsal I., Van Buren G., van Nieuwenhuizen G., Vasiliev A.N., Videbæk F., Vokal S., Voloshin S.A., Vossen A., Wang F., Wang Y., Wang G., Wang Y., Webb J.C., Webb G., Wen L., Westfall G.D., Wieman H., Wissink S.W., Witt R., Wu Y., Xiao Z.G., Xie G., Xie W., Xu Z., Xu N., Xu Y.F., Xu Q.H., Xu J., Yang Q., Yang C., Yang S., Yang Y., Ye Z., Yi L., Yip K., Yoo I.-K., Yu N., Zbroszczyk H., Zha W., Zhang X.P., Zhang S., Zhang J.B., Zhang J., Zhang Z., Zhang S., Zhang J., Zhang Y., Zhao J., Zhong C., Zhou L., Zhou C., Zhu Z., Zhu X., Zyzak M., STAR Collaboration","57202556475;7404784354;55646181500;15847974000;7103296137;35226928600;7004701221;7004810214;56479648300;57192387603;55646156200;35226950900;7003485829;57188699099;57147356900;35226940300;57072320100;55943588000;7004076649;57204846395;34567610000;57202556516;35226986300;36738809700;35226999800;35227009800;7006005536;37090387500;35227007200;56199931400;35226992400;55553734944;35274274300;56435539400;55013559800;35227001600;56441937700;7005286389;35221092700;35227040400;55336623400;56278597600;8094700500;56462018200;55682452400;53868726000;57206709849;35227065800;7003726766;35227032300;13608818100;7102707694;55549724200;35117445100;23117929900;35227141700;55259592100;7003673843;35227133200;56014525700;35227193100;35227207200;35353291900;54915421800;35227142000;35227153600;57193683864;7005346892;35227167000;55324343700;8374800300;57201803845;57193681256;6506693374;35227158100;8956952300;36491582400;57193682371;35227134700;35314649400;57194450039;57198242690;35227146200;55708002300;24483228900;56682134900;7007094469;55646564400;35227287600;35227249500;55122435000;7004238935;56095476900;56969919700;35187097400;7410387374;8401967900;56442188400;35227306100;57193683314;8418855000;56555584300;57205256011;35254107200;35227416600;7402393814;55904295400;56095259700;35227403900;57203522391;36087531500;24383463100;57189516323;24525615000;7201781287;56210730700;57202853523;55628275000;55511056100;35227369100;35227418200;56041141300;35253852700;56210818700;35146071200;57197939878;7102782139;12752217800;56041010200;23982460200;34770524900;6701819810;35227532400;8415873000;57193680106;35227509000;55263538200;56094557700;57194286657;35227556100;35227538600;57193683942;24171366100;57206174699;57193679670;7102206875;35227559800;55923858500;56214546900;7402203861;7003565377;56667306000;57208489261;56136919900;26643582700;35272801800;57191500535;57201968840;7005899427;57193678433;56779281000;56239881200;35488023800;35227632800;57203534433;55754966300;6701857457;55235446000;57190428459;35227661100;56555562200;56211475800;56789512200;56195711200;35353718400;57193686815;8347777400;35220287100;57206173641;56681879000;56926095900;57190423210;6701470270;35227678300;35227714600;55513627700;55111614300;7005459887;35227779800;39661168200;7004528737;7007063924;55665151000;56895718600;38361949500;36682782100;6603452021;57192391520;7003882114;8347817100;35227725600;55453734300;35227782600;57205523380;25641635900;8405401400;25641812000;6603537747;7006120158;35227882200;35227895000;6603778662;35227864100;56180557100;7403427050;49061395300;20734883300;57202557646;57203517743;36087890100;55814197200;55646133200;35273201600;25641606400;57192393102;56011054900;8135034700;8625270200;13607073800;57192385759;35254426000;7004663310;56095014000;39661328000;7007117546;35228013000;8347785300;26642259200;57193681172;56377623000;15840365400;56951513700;35227988000;57193677060;25643472200;56524221000;35228027800;8405252800;24401825200;8625272000;56041891600;57202559607;16231070900;56824775900;7403601864;57145582000;24282179700;54893886700;34573484200;56681843300;56442230100;36640771300;23991515000;57203075742;35228011400;57148215600;56555638300;35228013200;7003850707;24750919000;35227989300;8347825200;35228079400;57192396125;35228131700;56556705000;56969895400;24438215300;57206363349;35228077800;6602114983;35228152400;24438461400;57190791969;35228100100;36635081200;23494291300;55568518102;35228132200;26031799900;37062102300;7004259976;6604043516;7005101322;35293623100;57210754286;54915128900;35228094200;8306290300;57202563650;56442679600;56212823500;7003533983;7101778922;16048465600;6602850607;57203496988;36934412800;55619314068;57208730017;26432857800;57207001822;35228255900;34875894600;56442020100;57202419464;55166136900;35228264100;56264260400;34876139200;7402446167;57146052800;57208883315;57202106316;57195751560;7202694749;57208220852;57201874828;56555504300;57199911192;55366629000;25928172700;56681628100;57191763080;35254645300;35228264700;56094737400;23992006600;57208794783;35228262700;34876128200;35228195000;57208607479;55557052700;57202974496;56088645000;57196248974;57077200800;7202121026;57204133098;57209046510;57193682591;55505205000;35115994100;","Collision energy dependence of moments of net-kaon multiplicity distributions at RHIC",2018,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics","785",,,"551","560",,20,"10.1016/j.physletb.2018.07.066","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053450515&doi=10.1016%2fj.physletb.2018.07.066&partnerID=40&md5=1e56284f2f962b6432c66af1e0c13892",03702693,,PYLBA,Article,"Final",Open Access,Scopus,2-s2.0-85053450515
