Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Access Type,Source,EID
"Choe S.-Y., Hong J.-H., Gu Y.-R., Kim I.-D., Dhungana S.K., Moon K.-D.","57210949751;35264362800;57195941300;57210946643;56269940800;55999192900;","Hot water extract of Glehnia littoralis leaf showed skin-whitening and anti-wrinkle properties",2019,"South African Journal of Botany","127",,,"104","109",,,"10.1016/j.sajb.2019.05.027","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071984216&doi=10.1016%2fj.sajb.2019.05.027&partnerID=40&md5=1c13c72b62a434dc2b06734dd94ac60b",02546299,,SAJBD,Article,"Final",,Scopus,2-s2.0-85071984216
"Lee S.J., Siggers M., Tokushige N.","56374734900;14519683600;6603448516;","AK-type stability theorems on cross t-intersecting families",2019,"European Journal of Combinatorics","82",, 102993,"","",,,"10.1016/j.ejc.2019.07.004","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069725809&doi=10.1016%2fj.ejc.2019.07.004&partnerID=40&md5=3cd6f231b4a3e88aebcdb732239375e6",01956698,,EJOCD,Article,"Final",,Scopus,2-s2.0-85069725809
"Kim D.-K., Kim Y.-H., Lee J.-H., Jung Y.S., Kim J., Feng R., Jeon T.-I., Lee I.-K., Cho S.J., Im S.-S., Dooley S., Osborne T.F., Lee C.-H., Choi H.-S.","37081358700;57210989407;55224798300;57203348590;56949261900;57201645127;7003831460;57127432900;57210441392;55535089200;35402441200;7102366864;56223516500;57072095500;","Estrogen-related receptor γ controls sterol regulatory element-binding protein-1c expression and alcoholic fatty liver",2019,"Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids","1864","12", 158521,"","",,,"10.1016/j.bbalip.2019.158521","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071730663&doi=10.1016%2fj.bbalip.2019.158521&partnerID=40&md5=2a8b65e985960604ca6842771c79dceb",13881981,,BBMLF,Article,"Final",,Scopus,2-s2.0-85071730663
"Kim M.J., Lee M.Y., Shon J.C., Kwon Y.S., Liu K.-H., Lee C.H., Ku K.-M.","57190961063;56053071000;56010668800;57210132802;57209655123;57196254630;35071464200;","Untargeted and targeted metabolomics analyses of blackberries – Understanding postharvest red drupelet disorder",2019,"Food Chemistry","300",, 125169,"","",,,"10.1016/j.foodchem.2019.125169","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069551260&doi=10.1016%2fj.foodchem.2019.125169&partnerID=40&md5=a5ab1fd641ff0b8809d57fc5f248bbbf",03088146,,FOCHD,Article,"Final",,Scopus,2-s2.0-85069551260
"Vikrant K., Park C.M., Kim K.-H., Kumar S., Jeon E.-C.","57195930655;57209588953;56962774000;55955149300;8693107100;","Recent advancements in photocatalyst-based platforms for the destruction of gaseous benzene: Performance evaluation of different modes of photocatalytic operations and against adsorption techniques",2019,"Journal of Photochemistry and Photobiology C: Photochemistry Reviews","41",, 100316,"","",,,"10.1016/j.jphotochemrev.2019.08.003","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071873338&doi=10.1016%2fj.jphotochemrev.2019.08.003&partnerID=40&md5=b181bf63ea32417c6d558cddaef7e972",13895567,,JPPCA,Review,"Final",,Scopus,2-s2.0-85071873338
"Kim D., Jung J.-H., Ha S.Y., An J.G., Shankar R., Kwon J.-H., Yim U.H., Kim S.H.","57138766700;26651167100;24329049500;35174223700;56402658200;15064345400;6602461626;57203772967;","Molecular level determination of water accommodated fraction with embryonic developmental toxicity generated by photooxidation of spilled oil",2019,"Chemosphere","237",, 124346,"","",,,"10.1016/j.chemosphere.2019.124346","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069947690&doi=10.1016%2fj.chemosphere.2019.124346&partnerID=40&md5=756758a9927fefacbe348b48ed95c878",00456535,,CMSHA,Article,"Final",,Scopus,2-s2.0-85069947690
"Qian J., Kim Y.H.","56501121100;57196173411;","Some Classification of Canal Surfaces with the Gauss Map",2019,"Bulletin of the Malaysian Mathematical Sciences Society","42","6",,"3261","3272",,,"10.1007/s40840-018-0658-1","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071608685&doi=10.1007%2fs40840-018-0658-1&partnerID=40&md5=cea07f7f094a0b4d48905034e06eb236",01266705,,,Article,"Final",,Scopus,2-s2.0-85071608685
"Yun H.K., Park J., Chae U., Lee H.-S., Huh J.-W., Lee S.-R., Bae Y.C., Lee D.-S.","57210817227;55671747100;56414782600;16316010200;57210811227;16026266200;57210560528;57210068061;","Parkin in early stage LPS-stimulated BV-2 cells regulates pro-inflammatory response and mitochondrial quality via mitophagy",2019,"Journal of Neuroimmunology","336",, 577044,"","",,,"10.1016/j.jneuroim.2019.577044","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071546553&doi=10.1016%2fj.jneuroim.2019.577044&partnerID=40&md5=f30c9a140bb941ea17ba9d8940dd5101",01655728,,JNRID,Article,"Final",,Scopus,2-s2.0-85071546553
"Kim S.-Y., Lee S., Chae W.-S., Lee J.-H., Heo Y.-W.","57191419632;57203597324;7003277427;57204923460;7004298542;","Real time observation of photo-instability of ternary-halide mixed CH3NH3Pb(Br1-x-yClxIy)3 perovskite: Preferential diffusion of small halide ions",2019,"Journal of Alloys and Compounds","808",, 151716,"","",,,"10.1016/j.jallcom.2019.151716","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070416726&doi=10.1016%2fj.jallcom.2019.151716&partnerID=40&md5=17bafa8d9be22361ca86342625ddd509",09258388,,JALCE,Article,"Final",,Scopus,2-s2.0-85070416726
"Bilal S., Shahzad R., Khan A.L., Al-Harrassi A., Kim C.K., Lee I.-J.","57031617400;56454250900;26639372800;57209604382;7409880701;57208596391;","Phytohormones enabled endophytic Penicillium funiculosum LHL06 protects Glycine max L. from synergistic toxicity of heavy metals by hormonal and stress-responsive proteins modulation",2019,"Journal of Hazardous Materials","379",, 120824,"","",,,"10.1016/j.jhazmat.2019.120824","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068208974&doi=10.1016%2fj.jhazmat.2019.120824&partnerID=40&md5=aa51a641048ca11c2e17ed75b8f83fbc",03043894,,JHMAD,Article,"Final",,Scopus,2-s2.0-85068208974
"Acharya R., Hwang H.-S., Shim J.-K., Yu Y.-S., Lee K.-Y.","57210568049;57204055221;57210563127;57210559448;8736430700;","Control efficacy of fungus gnat, Bradysia impatiens, enhanced by a combination of entomopathogenic nematodes and predatory mites",2019,"Biological Control","138",, 104071,"","",,,"10.1016/j.biocontrol.2019.104071","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070910272&doi=10.1016%2fj.biocontrol.2019.104071&partnerID=40&md5=7a8f936133e86d817aa78249f13ac9dc",10499644,,BCIOE,Article,"Final",,Scopus,2-s2.0-85070910272
"Choi J.U., Jo W.-K.","57205217094;7103322277;","g-C3N4/oxygen-deficient BiOCl nanocomposite assisted by distinguished properties of graphene quantum dots for the efficient photocatalytic removal of organic vapors",2019,"Applied Surface Science","493",,,"873","881",,,"10.1016/j.apsusc.2019.07.085","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069572208&doi=10.1016%2fj.apsusc.2019.07.085&partnerID=40&md5=488e7c5629c7c71b293f03b16555f9f1",01694332,,ASUSE,Article,"Final",,Scopus,2-s2.0-85069572208
"Lee J.-H., Jung J.-J., Sul S.-K.","57193341624;55368433400;57209045997;","Balancing of submodule capacitor voltage of hybrid modular multilevel converter under DC-Bus voltage variation of HVDC System",2019,"IEEE Transactions on Power Electronics","34","11", 8630082,"10458","10470",,1,"10.1109/TPEL.2019.2896336","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85065818179&doi=10.1109%2fTPEL.2019.2896336&partnerID=40&md5=c03b0305754aaa4561f966bd570f7f33",08858993,,ITPEE,Article,"Final",,Scopus,2-s2.0-85065818179
"Silva B.N., Han K.","57192304387;7402963670;","Mutation operator integrated ant colony optimization based domestic appliance scheduling for lucrative demand side management",2019,"Future Generation Computer Systems","100",,,"557","568",,,"10.1016/j.future.2019.05.052","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85066088537&doi=10.1016%2fj.future.2019.05.052&partnerID=40&md5=0eeb02ad34cb4206865664b97349139a",0167739X,,FGCSE,Article,"Final",,Scopus,2-s2.0-85066088537
"Bhusal A., Rahman M.H., Lee W.-H., Bae Y.C., Lee I.-K., Suk K.","57200274141;57194902495;57205609794;57210560528;57127432900;7005114595;","Paradoxical role of lipocalin-2 in metabolic disorders and neurological complications",2019,"Biochemical Pharmacology","169",, 113626,"","",,,"10.1016/j.bcp.2019.113626","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071720495&doi=10.1016%2fj.bcp.2019.113626&partnerID=40&md5=b591d6d998e59048fd87da2d571adaca",00062952,,BCPCA,Review,"Final",,Scopus,2-s2.0-85071720495
"Park S.M., Lee K.-P., Huh M.-I., Eom S., Park B.-U., Kim K.H., Park D.H., Kim D.S., Kim H.K.","57201909136;57204505517;18634206800;57193490953;57204502387;57199440001;57209734824;55574223812;24066846000;","Development of an in vitro 3D choroidal neovascularization model using chemically induced hypoxia through an ultra-thin, free-standing nanofiber membrane",2019,"Materials Science and Engineering C","104",, 109964,"","",,,"10.1016/j.msec.2019.109964","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068582519&doi=10.1016%2fj.msec.2019.109964&partnerID=40&md5=8395a0c88bc0db81535886355f3e6bcf",09284931,,,Article,"Final",,Scopus,2-s2.0-85068582519
"Hung P.T., Hien V.X., Hoat P.D., Lee S., Lee J.-H., Kim J.-J., Heo Y.-W.","57194216208;54408588700;57209732166;57203597324;57204923460;8214705700;7004298542;","Photo induced NO2 sensing properties of bismuth triiodide (BiI3) nanoplates at room temperature",2019,"Scripta Materialia","172",,,"17","22",,,"10.1016/j.scriptamat.2019.07.001","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068540931&doi=10.1016%2fj.scriptamat.2019.07.001&partnerID=40&md5=2c07230e1af655e95c5feb1414ed5252",13596462,,SCMAF,Article,"Final",,Scopus,2-s2.0-85068540931
"Myung D.-B., Hussain S., Park S.-Y.","57209070743;57208540014;57194041850;","Photonic calcium and humidity array sensor prepared with reactive cholesteric liquid crystal mesogens",2019,"Sensors and Actuators, B: Chemical","298",, 126894,"","",,,"10.1016/j.snb.2019.126894","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069876311&doi=10.1016%2fj.snb.2019.126894&partnerID=40&md5=6c9a27c51c557982ab4943266715a05a",09254005,,SABCE,Article,"Final",,Scopus,2-s2.0-85069876311
"Khan N.A., Jhung S.H.","35170042700;6701659467;","Phytic acid-encapsulated MIL-101(Cr): Remarkable adsorbent for the removal of both neutral indole and basic quinoline from model liquid fuel",2019,"Chemical Engineering Journal","375",, 121948,"","",,,"10.1016/j.cej.2019.121948","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85067251596&doi=10.1016%2fj.cej.2019.121948&partnerID=40&md5=3e71230d4d71cac3157e404997f57803",13858947,,CMEJA,Article,"Final",,Scopus,2-s2.0-85067251596
"Kim B.-M., Reddy M.S.P., Lee Y.-W., Park C.","57196052822;55422639100;56673030100;9334962600;","Enhanced surface and optical properties of colloidal silver nano-particles on GaN-based light-emitting diodes by a localized surface plasmon resonance effect using a low-cost metal-assisted chemical etching method",2019,"Optics Communications","450",,,"276","281",,,"10.1016/j.optcom.2019.06.023","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85067190053&doi=10.1016%2fj.optcom.2019.06.023&partnerID=40&md5=a7f8644684e17520703f3c06c617a591",00304018,,OPCOB,Article,"Final",,Scopus,2-s2.0-85067190053
"Yoon S.Y., Kim H.J., Heo N.H., Seff K.","57209397135;55652981600;17136916900;7004839105;","Crystal structure and X-ray luminescence of zeolite Y (Si/Al = 1.69) containing extraframework hafnium(IV)",2019,"Microporous and Mesoporous Materials","288",, 109552,"","",,,"10.1016/j.micromeso.2019.06.014","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85067612582&doi=10.1016%2fj.micromeso.2019.06.014&partnerID=40&md5=b4fa3658b2eb5b58a5cf7cecb779fe51",13871811,,MIMMF,Article,"Final",,Scopus,2-s2.0-85067612582
"Park M.-J., Kim H.-R., Chae H.-G., Lim D.-R., Kwon O.-D., Cho K.-H., Park C.-K.","57202785813;57195772612;57202787553;57195776777;7402195886;57210436384;24768064900;","Development of a colorimetric loop-mediated isothermal amplification assay for rapid and specific detection of Aves polyomavirus 1 from psittacine birds",2019,"Journal of Virological Methods","273",, 113687,"","",,,"10.1016/j.jviromet.2019.113687","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070681371&doi=10.1016%2fj.jviromet.2019.113687&partnerID=40&md5=45e2cf5bd65f0c10e3bb4ee9b7badb33",01660934,,JVMED,Article,"Final",,Scopus,2-s2.0-85070681371
"Aryal Y.P., Neupane S., Adhikari N., An C.-H., Ha J.-H., Kwon T.-Y., Yamamoto H., Jung J.-K., Park E.-K., Kim J.-Y., Cho S.-W., Sohn W.-J., Lee Y., Chae H.-J., Kim H.-R., Kim J.-Y.","57202611163;56183800400;57190967936;17134437600;55549831900;7202206084;55725330600;55970994400;57205601002;57157491000;57210155136;44161404800;36062942200;13604675800;57202559644;57205191453;","An endoplasmic reticulum stress regulator, Tmbim6, modulates secretory stage of mice molar",2019,"Journal of Cellular Physiology","234","11",,"20354","20365",,,"10.1002/jcp.28635","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069747647&doi=10.1002%2fjcp.28635&partnerID=40&md5=d3bc87733db53e252184fc53d6a9745d",00219541,,JCLLA,Article,"Final",,Scopus,2-s2.0-85069747647
"Kovaleva E.A., Melchakova I., Mikhaleva N.S., Tomilin F.N., Ovchinnikov S.G., Baek W., Pomogaev V.A., Avramov P., Kuzubov A.A.","56347793800;57206720228;57210150822;6602246772;14122071800;57200518435;6603016010;7004322420;6701337613;","The role of strong electron correlations in determination of band structure and charge distribution of transition metal dihalide monolayers",2019,"Journal of Physics and Chemistry of Solids","134",,,"324","332",,,"10.1016/j.jpcs.2019.05.036","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069729699&doi=10.1016%2fj.jpcs.2019.05.036&partnerID=40&md5=d1e1e68f5b721be5cae639fc91c93b1a",00223697,,JPCSA,Article,"Final",,Scopus,2-s2.0-85069729699
"Al-Yahia O.S., Yoon H.J., Jo D.","55788375900;55221657300;16424303000;","Bubble dynamic parameters during subcooled flow boiling under uniform and non-uniform transverse heat distribution",2019,"International Journal of Heat and Mass Transfer","143",, 118508,"","",,,"10.1016/j.ijheatmasstransfer.2019.118508","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070242359&doi=10.1016%2fj.ijheatmasstransfer.2019.118508&partnerID=40&md5=6da474fdc3ab3c793061044098f5cb24",00179310,,IJHMA,Article,"Final",,Scopus,2-s2.0-85070242359
"Kim H.-Y., Lee H., Lee S.-H., Seo M.-G., Yi S., Kim J.W., Kim C.H., Lee Y.-R., So B., Kwon O.-D., Kwak D.","53877655700;57202497862;57203394416;53982155300;57210551583;56313003400;57210557624;57192253781;56366161500;7402195886;7007148758;","Multilocus genotyping and risk factor analysis of Giardia duodenalis in dogs in Korea",2019,"Acta Tropica","199",, 105113,"","",,,"10.1016/j.actatropica.2019.105113","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070869923&doi=10.1016%2fj.actatropica.2019.105113&partnerID=40&md5=fc3775126e788d9435f3b6a637c95d50",0001706X,,ACTRA,Article,"Final",,Scopus,2-s2.0-85070869923
"Li C., Lee M.R., Baek S.","36548398100;9637508200;52263331300;","A relationship: Subnormal, polynomially hyponormal and semi-weakly hyponormal weighted shifts",2019,"Journal of Mathematical Analysis and Applications","479","1",,"703","717",,1,"10.1016/j.jmaa.2019.06.046","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85067484983&doi=10.1016%2fj.jmaa.2019.06.046&partnerID=40&md5=6266af68c0d51075899d897c658b8574",0022247X,,,Article,"Final",,Scopus,2-s2.0-85067484983
"Kim S.H., Park J.-W.","56305199300;35574514000;","IDH2 deficiency impairs cutaneous wound healing via ROS-dependent apoptosis",2019,"Biochimica et Biophysica Acta - Molecular Basis of Disease","1865","11", 165523,"","",,,"10.1016/j.bbadis.2019.07.017","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070261952&doi=10.1016%2fj.bbadis.2019.07.017&partnerID=40&md5=45171dded90608dbba2b57e37a7af60f",09254439,,BBADE,Article,"Final",,Scopus,2-s2.0-85070261952
"Lee J.-A., Park H.-R., Lee J.-H., Heo Y.-W., Lee H.Y., Kim J.-J.","55108410500;55387148300;57204923460;7004298542;8224736600;8214705700;","Reaction sintering behavior and electrical properties of a Ga-doped ITO system",2019,"Ceramics International","45","16",,"20678","20683",,,"10.1016/j.ceramint.2019.07.051","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068433154&doi=10.1016%2fj.ceramint.2019.07.051&partnerID=40&md5=3fc9e4c7041c855e8d03b9f7b7f0a6e3",02728842,,CINND,Article,"Final",,Scopus,2-s2.0-85068433154
"Kang B.-C., Wu Q., Sprague S., Park S., White F.F., Bae S.-J., Han J.-S.","57188734085;55260835600;55828177800;55260834500;7202578868;57195463630;8277688900;","Ectopic overexpression of an Arabidopsis monothiol glutaredoxin AtGRXS17 affects floral development and improves response to heat stress in chrysanthemum (Chrysanthemum morifolium Ramat.)",2019,"Environmental and Experimental Botany","167",, 103864,"","",,,"10.1016/j.envexpbot.2019.103864","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071460483&doi=10.1016%2fj.envexpbot.2019.103864&partnerID=40&md5=e09dedd3569a87a422ec2340518888e2",00988472,,EEBOD,Article,"Final",,Scopus,2-s2.0-85071460483
"Yang S.-B., Kim Y.-J., Kwon I.-J., Park S.-M., Kwon D.-J., Yeum J.-H.","56258526300;57208550194;57203815699;57210251351;36550312000;6602257098;","Simple manufacturing method for a thermoplastic composite using PP-Straw",2019,"Composites Part B: Engineering","176",, 107183,"","",,,"10.1016/j.compositesb.2019.107183","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068871703&doi=10.1016%2fj.compositesb.2019.107183&partnerID=40&md5=edea769c8a62eb05faed811f1a28dcee",13598368,,CPBEF,Article,"Final",,Scopus,2-s2.0-85068871703
"Jun B.-M., Heo J., Park C.M., Yoon Y.","55326699900;42461338400;57111066800;7402126688;","Comprehensive evaluation of the removal mechanism of carbamazepine and ibuprofen by metal organic framework",2019,"Chemosphere","235",,,"527","537",,2,"10.1016/j.chemosphere.2019.06.208","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068102878&doi=10.1016%2fj.chemosphere.2019.06.208&partnerID=40&md5=b3a4879e0c252e23eb2d5719edb1b7c9",00456535,,CMSHA,Article,"Final",,Scopus,2-s2.0-85068102878
"Cho J., Lee S.-K., Eem S.-H., Jang J.G., Yang B.","57195224674;55941478300;52363442900;55898208200;55584794952;","Enhanced mechanical and thermal properties of carbon fiber-reinforced thermoplastic polyketone composites",2019,"Composites Part A: Applied Science and Manufacturing","126",, 105599,"","",,,"10.1016/j.compositesa.2019.105599","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071252120&doi=10.1016%2fj.compositesa.2019.105599&partnerID=40&md5=e7645ea170cbde1e28ef11c8562e16f3",1359835X,,CASMF,Article,"Final",,Scopus,2-s2.0-85071252120
"Kwon J., Kim S., Lee J., Park C., Kim O., Xu B., Kang B., Bae J., Kang S.","57191591392;56808646500;56022696100;57200112405;57190492019;57193731156;7401684697;35326180700;7405682695;","Brightness-enhanced, highly stable quantum dot light-emitting devices using butylated hydroxytoluene",2019,"Organic Electronics","74",,,"166","171",,,"10.1016/j.orgel.2019.06.034","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068438500&doi=10.1016%2fj.orgel.2019.06.034&partnerID=40&md5=00a887c147e869f3546c10dd7226d270",15661199,,OERLA,Article,"Final",,Scopus,2-s2.0-85068438500
"Wantana N., Kaewnuam E., Ruangtaweep Y., Valiev D., Stepanov S., Yamanoi K., Kim H.J., Kaewkhao J.","56267058700;56267295300;37108588700;47361561800;57200588126;57210768631;55652981600;23974520300;","Radio, cathodo and photoluminescence investigations of high density WO3-Gd2O3-B2O3 glass doped with Tb3+",2019,"Radiation Physics and Chemistry","164",, 108350,"","",,,"10.1016/j.radphyschem.2019.108350","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85067233651&doi=10.1016%2fj.radphyschem.2019.108350&partnerID=40&md5=b83e032f86a627c1291fa8487cf83f12",0969806X,,RPCHD,Article,"Final",,Scopus,2-s2.0-85067233651
"Si Y., Park J.W., Jung S., Hwang G.-S., Park Y.E., Lee J.E., Lee H.J.","57203850418;57203855708;56975704200;7202676099;57210144439;55992294200;7501478707;","Voltammetric layer-by-layer biosensor featuring purine nucleoside phosphorylase and chitosan for inosine in human serum solutions",2019,"Sensors and Actuators, B: Chemical","298",, 126840,"","",,,"10.1016/j.snb.2019.126840","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069709675&doi=10.1016%2fj.snb.2019.126840&partnerID=40&md5=382a20186e4ec8e5ea890c043da5f064",09254005,,SABCE,Article,"Final",,Scopus,2-s2.0-85069709675
