Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Access Type,Source,EID
"Park S.-M., Kim H.-W., Cho H.-M., Choi J.-Y.","56953683000;55905148200;57202234148;57195090083;","Development of EtherCAT Slave Based on Multi-Core DSP",2018,"2018 15th International Conference on Control, Automation, Robotics and Vision, ICARCV 2018",,, 8581097,"157","161",,,"10.1109/ICARCV.2018.8581097","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060819754&doi=10.1109%2fICARCV.2018.8581097&partnerID=40&md5=a9d6f64dfaaf4ff946866cbe7c2d7a89",,9781538695821,,Conference Paper,"Final",,Scopus,2-s2.0-85060819754
"Kim J., Kim D.W., Kam S., Park J., Shon C.-S., Heo S.K., Kim H.K.","55888844700;57198637878;55622518000;57206477758;14829556800;24483640100;34770594800;","Development of a large-area multilayer detector for single-shot dual-energy imaging",2018,"Journal of Instrumentation","13","12", C12018,"","",,,"10.1088/1748-0221/13/12/C12018","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85059880730&doi=10.1088%2f1748-0221%2f13%2f12%2fC12018&partnerID=40&md5=c69481bffdd5f5c846353092f00ad094",17480221,,,Conference Paper,"Final",,Scopus,2-s2.0-85059880730
"Kim K.H., Lee M.S., Choi T.-Y., Kim T.-H.","56607488500;7409121324;7202769971;55803291600;","Acupuncture for symptomatic gastroparesis",2018,"Cochrane Database of Systematic Reviews","2018","12", CD009676,"","",,1,"10.1002/14651858.CD009676.pub2","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85058994545&doi=10.1002%2f14651858.CD009676.pub2&partnerID=40&md5=f81404ea6d2de8b715a31863733610d2",1469493X,,,Review,"Final",,Scopus,2-s2.0-85058994545
"Kim S.-P., Chung S.-M., Shin W.-J., Cho D.-S., Park J.-C.","56911311400;57204559922;57204568960;7401737964;35275852000;","Experimental study on sloshing reduction effects of baffles linked to a spring system",2018,"Ocean Engineering","170",,,"136","147",,3,"10.1016/j.oceaneng.2018.10.001","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85056197641&doi=10.1016%2fj.oceaneng.2018.10.001&partnerID=40&md5=16c9fed5b7ad8bf3d5c075d85972cbce",00298018,,,Article,"Final",,Scopus,2-s2.0-85056197641
"Kaowinn S., Kaewpiboon C., Kim J.E., Lee M.R., Hwang D.Y., Choi Y.W., Kim H.W., Park J.K., Song K.-M., Lee N.H., Maeng J.-S., Chung Y.-H.","55995002800;24169138400;55850180200;57203923346;26325632700;35081719900;57203101654;36613705800;56404945700;55469300000;7003475758;26428037100;","N-Benzyl-N-methyl-dodecan-1-amine, a novel compound from garlic, exerts anti-cancer effects on human A549 lung cancer cells overexpressing cancer upregulated gene (CUG)2",2018,"European Journal of Pharmacology","841",,,"19","27",,1,"10.1016/j.ejphar.2018.09.035","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055089618&doi=10.1016%2fj.ejphar.2018.09.035&partnerID=40&md5=d9748be52c308e1d0ff6075a0b3736ed",00142999,,EJPHA,Article,"Final",,Scopus,2-s2.0-85055089618
"Oh J.M., Kang J.-H., Lee S., Kim S.-D., Kang N., Park C.H.","57203759677;56413392100;57201375104;56373258800;16309743300;57040146800;","Origin of superproperties of Ti-23Nb-1Ta-2Hf-O alloy",2018,"Materials Letters","233",,,"162","165",,,"10.1016/j.matlet.2018.08.151","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85052872062&doi=10.1016%2fj.matlet.2018.08.151&partnerID=40&md5=b7c6b9bdd1b5557f0a361c3c9a69f1f2",0167577X,,MLETD,Article,"Final",,Scopus,2-s2.0-85052872062
"Chung H., Kim E., Quan H., Jung D., Gautam R., Cho A., Kim C.Y., Kang M., Che J.-H., Lee E.-S., Jeong T.C., Heo Y., Seok S.H.","57198246331;57196217184;57189495897;56517517300;57193066897;57196223925;56590694800;35272028100;7006438930;15757775300;7102759745;36087239900;7004245863;","Optimizing the cutoff for the identification of skin sensitizers by the HaCaSens assay: Introducing an ROC-analysis-based cutoff approach",2018,"Toxicology Letters","299",,,"86","94",,,"10.1016/j.toxlet.2018.09.004","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85054054237&doi=10.1016%2fj.toxlet.2018.09.004&partnerID=40&md5=544f18dab215611650c0118240e69629",03784274,,TOLED,Article,"Final",,Scopus,2-s2.0-85054054237
"Park M.H., Lee Y.H., Kim H.J., Kim Y.J., Moon T., Kim K.D., Hyun S.D., Hwang C.S.","35722792100;36064877100;57193235774;56095059200;55786104000;56416696300;56711626700;7403387736;","Morphotropic Phase Boundary of Hf 1- x Zr x O 2 Thin Films for Dynamic Random Access Memories",2018,"ACS Applied Materials and Interfaces","10","49",,"42666","42673",,1,"10.1021/acsami.8b15576","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85058195843&doi=10.1021%2facsami.8b15576&partnerID=40&md5=42ddf81c9ffe2a5be463e5a23e8620e7",19448244,,,Article,"Final",,Scopus,2-s2.0-85058195843
"Kim J., Tran V.T., Oh S., Kim C.-S., Hong J.C., Kim S., Joo Y.-S., Mun S., Kim M.-H., Jung J.-W., Lee J., Kang Y.S., Koo J.-W., Lee J.","55542865300;55601477900;56402198600;35427654900;36716192400;57077267300;57205031505;57205031392;57205031483;57205031572;57210866678;57205031388;57205031401;8577036400;","Scalable Solvothermal Synthesis of Superparamagnetic Fe 3 O 4 Nanoclusters for Bioseparation and Theragnostic Probes",2018,"ACS Applied Materials and Interfaces","10","49",,"41935","41946",,2,"10.1021/acsami.8b14156","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85058077415&doi=10.1021%2facsami.8b14156&partnerID=40&md5=1f1c49a79fa4fd59aa01770789c7e1f5",19448244,,,Article,"Final",,Scopus,2-s2.0-85058077415
"Kim J., Yun J., Kim S.-S., Kim H.K.","55888844700;57199999622;27167566200;34770594800;","Absorbed dose and noise in intensity-modulated dental computed tomography",2018,"Journal of Instrumentation","13","12", C12011,"","",,,"10.1088/1748-0221/13/12/C12011","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85059907466&doi=10.1088%2f1748-0221%2f13%2f12%2fC12011&partnerID=40&md5=9a58f78631e013d6e33ad628ba02bd8d",17480221,,,Conference Paper,"Final",,Scopus,2-s2.0-85059907466
"Bera S., Lee S.A., Kim C.-M., Khan H., Jang H.W., Kwon S.-H.","55621345100;57202801244;57193824094;57189215047;57204914371;26433618200;","Controlled Synthesis of Vertically Aligned SnO2 Nanograss-Structured Thin Films for SnO2/BiVO4 Core-Shell Heterostructures with Highly Enhanced Photoelectrochemical Properties",2018,"Chemistry of Materials","30","23",,"8501","8509",,1,"10.1021/acs.chemmater.8b03179","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85057542314&doi=10.1021%2facs.chemmater.8b03179&partnerID=40&md5=b64519ba8840a6a64641a018802a970a",08974756,,CMATE,Article,"Final",,Scopus,2-s2.0-85057542314
"Huang R., Kavichai E., Hong K.-S.","57197832302;57205542951;7402515710;","Comparison of kernels in online SVM classification of fNIRS data",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571462,"1152","1157",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060483552&partnerID=40&md5=07d62afc0ce03ee448173eb3e6657c9f",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060483552
"Ghafoor U., Zafar A., Hong K.-S.","57196318212;57192818893;7402515710;","Cortical activation during voluntary and passive movement of human index finger",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571986,"1129","1134",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060483501&partnerID=40&md5=bda5e88137f2be47aef207c2855ea3b6",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060483501
"Yu C.H., Choi J.W.","35306218000;16551994200;","UWSNs-based distributed trespasser tracking system for a fish farm",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571520,"1003","1007",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060452660&partnerID=40&md5=ede06eb41c2600666ae1353d10073d8d",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060452660
"Yaqub M.A., Zafar A., Ghafoor U., Hong K.-S.","55515672800;57192818893;57196318212;7402515710;","Development of a high density neuroimaging system using functional near-infrared spectroscopy",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571931,"1158","1163",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060433574&partnerID=40&md5=7f901ec17a07f73c12b8fd5a9b949d03",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060433574
"Choi H.-J., Kang D.-J.","57205546199;55455030300;","Localization of welding defects using a weakly supervised neural network",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571553,"1461","1463",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060493388&partnerID=40&md5=bed03ec8d1d2faa27f9f40d4ca99399a",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060493388
"Zafar A., Ghafoor U., Yaqub M.A., Hong K.-S.","57192818893;57196318212;55515672800;7402515710;","Determination of the parameters in the designed hemodynamic response function using Nelder-Mead algorithm",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571905,"1135","1140",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060492330&partnerID=40&md5=cfcdd2c44faa4191b2378fb9ac659d64",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060492330
"Hwang K.H., Choi J.W.","57200192530;16551994200;","Machine vision based weight prediction for flatfish",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571964,"1628","1631",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060490650&partnerID=40&md5=1f1b7a9cfa61203cea862b1794af79c0",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060490650
"Kim S.-J., Kim H.-S., Kang D.-J.","57205544689;57196376853;55455030300;","Vibration control of a vehicle active suspension system using a DDPG algorithm",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571969,"1654","1656",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060486589&partnerID=40&md5=3e12dd78b0177d970024491e00b45a85",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060486589
"Woo S.-W.","57190849171;","Classification of stress and non-stress condition using functional near-infrared spectroscopy",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571641,"1147","1151",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060481866&partnerID=40&md5=c47456b262eed1d3a95ac794e72aa60e",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060481866
"Kim D.-E., Kim K.-S., Park J.-H., Ailing L., Lee J.-M.","57188740175;57197730843;57202928302;57205546202;7601484617;","Stable grasping of objects using air pressure sensors on a robot hand",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571739,"500","502",,1,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060471509&partnerID=40&md5=cf86f38f99736aaa6216a2a370354971",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060471509
"Kang M.-G., Kim H.-H., Kang D.-J.","57205541381;57200799401;55455030300;","Finding a high accuracy neural network for the welding defects classification using efficient neural architecture search via parameter sharing",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571489,"402","405",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060454524&partnerID=40&md5=00893bab234d596bc050cb631d08c69d",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060454524
"Yoo S.-H., Woo S.-W., Amad Z.","57201364440;57190849171;57205545236;","Classification of three categories from prefrontal cortex using LSTM networks: FNIRS study",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571441,"1141","1146",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060435077&partnerID=40&md5=4b502e147c1ce27d7b9712d4d0fd76c5",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060435077
"Oh J.-E., Hwang I., Barcelo D.","7402155365;7201615105;36013249500;","Assessment and control of emerging micropollutants in water: Asian experiences",2018,"Science of the Total Environment","644",,,"994","",,,"10.1016/j.scitotenv.2018.06.260","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85049563447&doi=10.1016%2fj.scitotenv.2018.06.260&partnerID=40&md5=4d851b065f1bc4ac7d6af5611d0db460",00489697,,STEVA,Editorial,"Final",,Scopus,2-s2.0-85049563447
"Gao Y., Lee H., Jiao J., Chun B.J., Kim S., Kim D.-H., Kim Y.-J.","57198713150;56347945300;57201299239;26656606600;57206876073;35074263400;14321855200;","Surface third and fifth harmonic generation at crystalline Si for non-invasive inspection of Si wafer’s inter-layer defects",2018,"Optics Express","26","25",,"32812","32823",,,"10.1364/OE.26.032812","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85058189565&doi=10.1364%2fOE.26.032812&partnerID=40&md5=6d5168ecfc243ccc85db0a496044c1ca",10944087,,,Article,"Final",,Scopus,2-s2.0-85058189565
"Baydargil H.B., Park J., Shin H.-S., Park K.","57201359430;49662072500;55265387400;57205444090;","Water flow detection using deep convolutional encoder-decoder architecture",2018,"International Conference on Control, Automation and Systems","2018-October",, 8571755,"841","843",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85060489290&partnerID=40&md5=1e91749efccf29b395e72fe3f79510cc",15987833,9788993215151,,Conference Paper,"Final",,Scopus,2-s2.0-85060489290
"Dong H., Hu X., Zhao J., Li H., Koh K., Gao L., Shao M., Chen H.","57195509663;57201661712;57201658065;57203487256;7202345119;57203546210;35248975200;18233275800;","Sensitive detection of fractalkine based on AuNPs and metal-organic frameworks composite at para-sulfonatocalix[4]arene-AuNPs assembled multilayer interface",2018,"Sensors and Actuators, B: Chemical","276",,,"150","157",,,"10.1016/j.snb.2018.08.106","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85052227760&doi=10.1016%2fj.snb.2018.08.106&partnerID=40&md5=09b439c0c63ee76ae6d3b3a868e9a096",09254005,,SABCE,Article,"Final",,Scopus,2-s2.0-85052227760
"Yi A., Chae S., Hong S., Lee H.H., Kim H.J.","57192653762;57014329400;57204043606;7501494699;57199732255;","Manipulating the crystal structure of a conjugated polymer for efficient sequentially processed organic solar cells",2018,"Nanoscale","10","45",,"21052","21061",,1,"10.1039/c8nr05407j","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85056971395&doi=10.1039%2fc8nr05407j&partnerID=40&md5=9fa6c9af6e840182ff548226704cf679",20403364,,,Article,"Final",,Scopus,2-s2.0-85056971395
